book_id,tag_id
4c315de2-4fe4-4bc7-92aa-56651184ac75,34
91bb920a-0156-498d-84be-74bf8f92cf18,40
f90c669a-be7e-4aae-90df-0829e01042a9,20
6196f686-9a07-46f8-8e8e-3d291bd26096,12
f3ae08e2-72df-4e19-ae9c-403388b1ec59,13
2be35256-cc53-477a-8484-d1265402f611,7
625b2320-d592-4b7c-b0b6-71c9e8b2a97d,40
191baf9a-f613-4f20-9655-015ea33e55c7,49
c7f4600b-94de-48cc-ba3f-43b535a24895,2
d5f797a3-0e26-4d74-9449-397a9b1f7995,45
c1f49577-8f8b-44b8-adae-ee9637f68599,46
361ed595-d8c4-4e1a-b73b-ca4870e45a31,44
521da023-d36c-437d-8bc7-909922da5e04,36
1efdaace-0de4-4e33-b9dc-a8a1d199e804,21
a1f17a29-87e5-4b5e-8c5b-bb0a918e31a2,15
8348ca8d-6e78-4143-bf26-6e51c1db6fa1,1
581467b4-edba-4bab-98eb-24d482d078b1,51
ad766aad-ddc0-422f-b8d8-c0f2970ef9be,31
130276b2-a7b6-4def-9345-214a7082f76c,25
03ff8beb-66a6-4cab-a487-1bfddab002ae,53
035925fa-9065-492a-8967-e75c738a8c53,48
996391b4-3f8d-481f-9e39-c4ed6d14a66c,38
0ca899ab-034b-40ce-9be4-674f7c17268a,10
525216fa-7312-46f0-a286-3cc1ce040313,17
f707a606-92e3-48b6-8151-0ccc0dd97dc1,53
85f6bb9c-3f73-4cdb-9e88-2d867ca8b121,54
13e22252-432b-4db5-b4bf-81f861e1c360,27
90ad633c-8c4a-4193-9b8f-673597026f50,26
92f7a0b6-e79a-4765-aab4-55a6fa7686d0,22
a0db4a62-86f8-4c39-bb67-a532007490f9,2
705101b8-f6fb-4d6b-a084-c343aac1424c,30
9a22fa76-7f4f-4f41-89b7-abb82054909c,41
7404540c-7539-49d8-9364-88643b3a0113,46
eadfd3d1-4bf8-4e7a-bf14-56f28bfb13f5,40
64b288fe-7fc6-4727-87cf-487e13f058ed,5
01851fbc-4f0d-4361-b06c-2a2ee3f050a5,39
5c276e0b-f8bc-4c39-bd0a-0c2c6dc6c5ad,1
a3ccc5db-f183-4397-b16e-5f1d1b843270,50
8d061e7b-643b-4115-b14b-ccf9179aed32,9
57818b0b-0a5a-4ecc-a459-bef02bc3580a,25
cfb2619a-8a5f-4b03-9fb1-a9dd76325a17,26
278abbcb-4f99-4faa-ab41-2853fb61d066,57
aba0bb16-45b9-41ac-ae9b-3c3d25790a08,8
4c9663c1-4ba7-4c76-bb51-882f4496b5d1,51
242b8cfb-52f6-4291-93dd-f3ebf7392a04,27
21c60a2f-eb63-4c17-9ba8-0e42dddcf4ab,51
5cf2c1b0-4b4f-492b-8207-afb995d1c342,35
4b0f5089-3134-4bc0-a593-0cd0f8773fc5,30
15a1e7dd-bfb3-40c2-a308-945b67c9dc47,29
832131c2-f113-4a8e-af5c-c75b6fb0b790,23
14f0b3fd-b253-44e4-9e0b-9e0298ff4e0f,11
2ece7f8f-3e4a-45d3-9a46-2ac06396d501,41
eef3fc3e-e492-48d6-97a4-3d2309261119,9
05bf138c-ecd2-4524-adaf-80f79f11f8ef,15
a06139c4-3032-4b79-82fc-e4f741db3478,17
4d17e542-dd0e-4eb6-be8b-e64db700ac3a,34
6efa7f02-e61e-42c8-9144-f564c73e6f8d,1
e139d7b8-bf8a-4c15-9d8f-c61494b081c2,55
7ab8f8d0-4973-44a0-94c0-4f7485242016,15
a7df4ebc-d024-4ad5-b799-14336e0609d9,28
7c803c97-93d5-4a27-bfc1-7fa47d8ae1bc,1
553ec1af-b59b-456e-88a9-5cc7559e2a02,15
ecc18468-58ea-46ca-960b-3ab251414507,46
32eb206f-ef39-44b1-b137-ebe71748a263,9
ead3e374-baf5-480c-a17f-358502253c2b,8
1524279c-9fb3-4c65-b1f5-52b51d334a19,28
e6ba3d95-eb0a-4665-a647-b160d88ed1dd,55
c83259a1-da63-4214-8ac7-2141bf667cb9,28
03fb5e02-9edd-4323-a3c7-728995614b83,48
52cb2c96-0495-4a04-b24a-2875f6a38bc1,16
db14a745-122f-4af3-9700-9147e6a0f5d2,20
6509937a-4abe-4b40-bd50-b90d9cec67f5,39
21fee06b-60b2-4b5f-8e9c-ce6b601f6648,9
5dce6a93-655a-4ead-b87f-c9b3cc30a197,53
79aefbab-96ba-49d2-b678-be6401d3b871,5
2fa3fdf6-580e-45c6-ae5e-1b74bcbc27c8,25
7d22be58-db7d-4648-ba76-94c32216c653,46
ff436691-2b0d-4b0e-806f-918cbfa9ff51,19
d9ad4b07-d7a4-4eb8-aba4-5349a673611f,55
8ee3d8e8-4cc3-4fab-b9a2-a48eb717789c,16
e2121c61-b5be-4492-8090-ac397d50705a,16
98d245cc-733a-4162-9f1b-763c0139503e,10
4bdabed7-9f3f-4728-b1fd-9366dea6226f,10
72ea7e5c-ef73-4008-9c36-9efe32cb0a15,55
129a3dc3-13fd-4bdf-ae5c-8c9285bd07e2,20
f530030c-d455-4eae-88d0-1948d2668ef3,20
2e6ed9d0-f43e-4f84-9a93-4e1bedd29188,57
11b1f844-1fc3-4136-8d71-12dcb72eb871,14
07cc6517-95ff-4bba-a538-443afd19bf0c,29
a3d4c3c9-969c-4866-a58b-4329cad67c19,22
6d74a2a3-2a27-4b4c-941b-93fc82526d34,2
ffb48f63-a87a-4859-ba3b-a2406d338f2e,2
31fd04c2-f6d2-4537-b0ab-dfbe534b571d,22
a6da660d-79cd-489d-b411-47d629c24c0e,14
eb2c24a6-b05d-4787-938c-fde67fe0fea2,20
167e0fb4-e8f0-493c-93d9-9ada3eda9885,11
baa6f8a3-09e0-4cf8-92b6-3494424a72c7,34
18e79990-535b-474a-8a3b-130f01bef617,10
af6d07a3-a9a8-4c54-a5c3-552de906ff42,13
cbd036ee-1082-4d5a-8627-64ccaa8fde9a,4
c83bd895-bd2d-421f-8c17-aea2c73271ca,27
43832912-e342-487e-ab8e-cc74134002fd,10
8ee5024d-61fe-4fe1-90b8-ad0af03c1b12,43
0256c277-f8c2-410c-a1f4-ae4a3378631f,47
5ec5908c-0c88-41e3-b2c1-a06da48ecb58,20
919046ec-7473-4f30-aace-dd3b6f1966ce,28
46c85eca-d300-45d0-9dca-9ab4978b6d69,56
40c02471-954e-4e76-a04e-e132400d10e6,24
87c4b48b-e2e5-4dcc-8b34-6083e8465a93,39
dcb9c340-09a9-4757-88e8-c9939f3a102d,18
dcb4f303-886b-4020-aec5-ca6d3c0ad895,43
b9275862-7a9b-4437-bd98-134c8817f693,40
79c6da42-f91d-4671-8dd6-b2f5ee7525b1,54
7583023c-5d4e-4380-ae6c-d4e79a07c0c7,22
760897b4-e7ec-4c41-8cbf-77bdbc16a9aa,51
6d73ad50-a7e4-4718-9057-30be79287fc9,57
8e328ceb-a920-4f26-851c-9ccb675ec076,57
073a5d6b-12c2-40a4-95b5-8830fccde7de,20
348206ad-763a-4910-8ab3-f142dc7ba655,32
