book_id,tag_id
53858530-21d4-4e15-ac71-e023ee44a49e,44
8160278a-8dc8-4740-82a8-9e896ef188f1,48
c9e259e6-239c-429b-ad1d-fd91bfdd5ff7,56
9849b9a7-4149-498a-ad83-7c41e17581c3,21
125060ad-2476-4264-8761-74eb3693035e,49
4bf90da5-ca36-4a10-a7f0-795ac3b20922,40
72578ed3-2917-44f4-96b9-72a3aab148b6,55
d531efad-3fea-4f11-8580-e286c9b21839,15
73305b01-777a-4832-9ba8-daa44fe98793,28
d746e348-c22f-4ed7-9ae9-26e15f6b9500,9
14674ed2-fdda-4d13-b629-0aeea5d75615,40
29f8c0f8-befc-4c2b-b2f1-1a0492892df0,56
2696f852-1853-4ba0-bd01-4b6b207b3e88,21
6fbf79ab-bd9d-4b05-bb90-4e8ad0c1e0c6,2
6c189ef1-caaa-4486-b0fb-d5e1aeb93302,23
07659964-97af-4362-8f4c-23471dc743a8,11
ecc64fab-31d1-48dc-9418-d8ba3a300a67,48
6fed9780-7f15-4145-b788-050c8494dfca,25
ff9d5d94-b28b-4497-80d6-d1f634135be4,14
2b665f5a-0f4f-4ce0-baca-982bdcf4c7bc,26
e7465dea-2730-45ea-b217-add092431bd0,9
f475027c-e397-44c7-89b0-9f79a4a333a5,37
5093f812-349f-4494-a8bf-e0e32dd659be,16
bdd97eb9-0ec3-437a-80d1-f90ec6033337,27
2aace72b-591f-4b1d-b1cf-86171dd0e029,53
6362dddd-acae-4360-a7fa-3bfaedbe041d,49
48e8c436-6b12-4625-894f-20ac7c2b9bd1,46
ba95b997-b899-4b02-833d-a3e5dc3f37bd,31
0eefc399-4fc3-405a-ab30-32b0a5078a55,6
088eccc3-ad93-42a6-821c-eed17e3004df,52
6462789e-ff29-43da-b0ea-c7d20e9e81a3,39
fa152d45-0fe3-4449-9676-7239944d4489,57
bf3978e1-e59c-484d-b49d-aefb77a41fbf,49
4956ea96-dae9-47c6-a8b0-9b699326f4ce,54
bfd6afed-f9cb-4195-a4b4-c1644d248dc9,5
34c5903d-2153-48aa-84f8-dde941e4e2a7,2
55b353a3-d68d-4309-b1ee-ab28c96f78f3,25
d994d11c-2b8e-428f-a98f-5e60bc5502d8,42
7aaeffd5-97eb-4460-b41b-19e5ce72183c,12
eb2fb43f-9de1-418f-883e-2d0ca0c10997,33
c8f2e0fd-c1d7-4001-8a80-777155a5ea5c,52
9e338200-ca1d-4853-bfaa-614bb520921f,28
8b4bd1e2-acb9-45eb-a699-f6f95f380b6f,51
16a5fd15-e097-417b-aca1-0ba23154fd5a,37
45eb1690-f939-4197-8619-5192b1f317ce,57
e3cbf794-dcc6-42a2-89db-6f81df52176a,28
3ba7493d-6d1b-48b6-b725-07ce233999dc,6
ae54c5ed-95f1-434c-b631-a9c05c1c9e3a,45
c7190b02-7da0-43d6-b41a-274fd3a2984f,41
54a4976a-0bca-4157-a0d1-16eeef9d9486,50
70e23caa-becf-4692-84f9-bcb80d143344,24
23e507d9-3172-4c0c-b0ea-936a97b5540e,49
f4238046-b739-428b-a750-d22a959bac77,20
749aa77d-c26f-4bf0-8ec6-cfd75b03861e,19
0adcdeae-b42e-48ef-81cd-bb2e5c4420ab,21
4d3c44fc-1aa3-490b-870b-60168ceb3263,55
a2d49f7e-8b71-4349-ada1-00cd6d0fa906,21
4b1b3ad4-a9d7-40f2-99a5-151495ef82b0,31
4fb54bcc-6c6b-4640-b5fd-d4d5faee3de9,7
d51024a7-8ff4-415a-a9b1-4479ed1ab354,4
e5255d60-31af-406f-8aa8-0872aad3dc8d,43
34f4f8d7-5de7-49f2-98e1-c3c382478188,11
b57bcdc6-70cf-407e-8097-fa87bdf80af8,17
2b66498d-a64d-4f13-8c64-1147d9b61ab2,57
b5d4896f-e5f6-486c-8f93-dcba2d824b6a,28
a11b7eed-25dc-409c-be28-bab61d7d9edd,10
b7b70f5c-9175-4ae6-b1ff-12d1f8b6955c,24
a1ad4728-c3f6-4cd9-a174-9d2403ffa745,55
5bb38071-f749-459d-a579-f801c5b06f9e,8
2a06a42c-5a3c-401d-ac66-a9c2f1acc023,53
66858b42-5a1f-4b1b-83e3-c6cd17cef0d8,33
4282b2a2-fe69-4383-bb14-03964dbd7f7e,26
baeaf778-2118-4fbc-af6c-f7d8abd8a28d,26
e96d3403-f6d6-412e-9366-b140771db98c,47
9dea535f-c44f-4d07-9397-491958cb866a,26
b2785fd0-f786-44e3-8f6a-ea9b2cc368ac,49
b6f41885-520d-4ddd-afd3-6381da300509,38
86e8871c-415f-419a-a662-7f6a06acf621,8
4c828721-b278-4d84-84eb-6703d48eb2c4,53
d4f643af-b452-4133-8555-65a9c4d9eae0,15
06b05d82-5963-4cb5-acd6-bba585d61388,8
96bbd074-f79e-4519-8e30-4bc93598fa95,52
5a4b9160-74f5-493f-b23f-6d508eeb7a84,17
022c3cf4-fe81-41dc-b079-241b8e01549f,49
894670a6-51cc-4b16-823f-14743828134f,34
75964592-959b-412a-ae90-a503a4cb9b98,51
dcb9c340-09a9-4757-88e8-c9939f3a102d,24
914f73cf-08fe-4284-91b0-51ceec0834c4,48
41a9d961-fe78-42db-a148-76a53241cd77,6
626546ba-f184-40a7-bd11-0d2a98b5c3dd,2
548bfbe0-6871-4cff-a726-d37c7529798a,1
62dde1cd-5912-4aee-94c7-e39faab3c7e5,8
badde918-1e66-4b5c-83f0-0db09c3931c3,43
3370829a-769e-42c9-94cc-009bc507e52a,2
4526331d-f764-483f-8ebb-bbfdf5d8232b,53
2fc75920-9fe4-4839-8a52-cbee76eb4ece,52
4c315de2-4fe4-4bc7-92aa-56651184ac75,24
dd9c2d21-844b-460d-93a7-5a380859d790,22
35c12c68-244c-463f-8dec-c8912fbb9f95,21
12b72424-5bb0-4f3f-b3db-2ea53bdef83f,40
d61260f0-49ef-4028-a3fb-727cb848880e,33
0048bab7-913f-4ab9-8f45-18968f2c4607,16
2909a77c-6ea1-4445-9fe5-acfe5112bf54,31
6b7cdd07-f549-4502-b18c-364c9c24325c,25
3a417242-250d-4f1b-b375-3ae7bca10b16,6
58ff62d2-575e-4858-9877-6ded4663160f,2
738e5b11-6e0e-420c-855c-7c31b9df4e8c,4
83832bb5-86a3-4e07-82f0-d4c83975e017,5
72ea7e5c-ef73-4008-9c36-9efe32cb0a15,33
b06b0909-14b1-40ef-82f9-c7e652b30d44,48
afaa9a25-de47-419d-9147-79c25bb7ae58,15
f4018477-4056-4aa3-b74c-bfcacfecc7fc,8
4e02c92e-0601-4197-a25d-602ee48634e1,12
cada112d-6819-4339-826e-716969c0ee0f,51
1ff95c00-94f9-4dce-baaf-8444010d440a,4
7cdae318-f0f7-4016-854b-60daf1f242a2,30
cc83965b-d640-442d-8e5f-c4deb40427a1,36
8a77988e-3493-4976-a570-4a73f270c18d,34
f56abd01-2bd9-496c-81da-ff3bbb43f56d,51
771d790e-b388-4fe8-b4f9-097036151e3c,42
6631f8bd-01a1-4c9c-8cdb-8eef2ef57387,18
66ff2789-e80d-44f5-8a8a-b0f6bfe1c01e,30
c8ab121b-0860-4f63-bd57-f322a9623d7b,42
9657bf0d-2966-4f23-ae98-7a4adbec23ca,7
3cbf7d5e-abc2-49b0-876d-5947af870f85,18
74ee0b0f-673e-4ce8-9dae-fc2f47e47ec5,9
354c7426-b6cb-4e1f-b57d-c20ec2630882,25
c9986f08-eba6-4e84-b9d0-f7e1947d3c09,48
f9fe8b03-c73c-465f-be37-3c93d3bd9448,35
dd9f7a96-dc83-4b97-88f2-0e32ce187749,6
7bf3b63c-8f8b-4dc1-97c6-f658d1433ab8,52
42d3eab7-c0a1-46bf-bbe3-2d536bbd96ee,10
3ca15204-e665-437f-b015-cf096bd9bfc4,32
30ecec75-c463-4900-86d7-ef570b0e5c11,24
67812359-f2f3-425a-9090-3324f5fb2247,7
ada12ef9-62c9-4486-961e-ce5a1f232438,42
f3a33056-07d8-4ac3-bc99-dcce527218d8,53
77ddea9f-2207-471e-bca0-05b96ea90bd8,2
3b68ca15-5095-4ffd-a58d-27c5e3730cdc,27
a7cdf691-6efb-4258-ae50-4581a22b489c,14
bf89fa6e-6c00-4b0f-89b5-aa01b30f57ec,29
7a4a178a-d6ae-4a94-b1a2-6539d31b133e,55
aed3667d-9e1b-4027-b92e-fd9284605aab,8
fe81ecc4-4189-4e72-bcd5-362a9d56526d,2
189e6162-c2ee-4d22-bddd-292d47283fb3,19
8b7f13a8-74f8-443d-b7f3-94cf46985934,57
0500d6f0-0562-457f-b369-4e8a91c8fd48,11
5c696813-8399-42f0-8387-1b90b0e386d4,45
c9e259e6-239c-429b-ad1d-fd91bfdd5ff7,32
2abf8e52-2e6a-4211-b8a9-f202535c736c,46
0d5c4482-e79c-4366-94f5-e2f39654f443,45
805f3c33-cee1-4ba8-980c-f1052379413e,30
3677739c-5d3d-400b-8264-e10079621bcf,8
2e799065-132f-4644-8914-3826dca36123,38
55c2d7b8-c54f-414d-9880-157cbaad9612,45
0f668c1b-d462-49b6-9b16-109236305a1d,34
0c2e187c-777d-4013-8c72-adb28c53cd2c,37
e8155c62-05db-4060-b38c-30509b2388b5,14
bde1fc43-7f2f-4e3c-99d2-642eece5f64b,57
48eb4ec4-57cd-45a3-894b-3810e0d552f1,57
4a8f2e2a-22d0-4c8b-85ff-44f36fd2fb44,5
de0a69ec-9349-4956-98e0-d28fce7a7606,21
c3162adf-16d0-44f5-92f6-8a1ac3b5f242,1
994a280b-81fa-4b61-a1b9-fd7f422fdf69,36
525fc140-6371-470e-96a6-7c397a0cd5a5,32
64ee4f83-35be-4a32-8cd3-37e9cccbb962,26
c2e6b808-e209-4028-a0ca-a36780cab02d,50
c64a41f1-8ea0-4735-973e-4c6c1fe720f7,2
2219f5ff-d871-4413-aa17-8989cc5c7acb,40
253d8f28-434a-4104-993e-96ce3cab57b3,54
74a0af5c-e34d-4fa3-b15c-d183a2cbf550,55
db3edd37-a667-48f5-a24f-414a82710c92,35
6c7268b9-cf8c-4f16-90a0-450fccbe8628,28
3da59a34-da2c-4041-88ca-77e2cf641a14,1
acc87dab-ff63-40b6-a0a3-fb1ccc9fb452,29
1bb8226b-3d67-4b37-b920-7a8b0c8efc93,6
fbf7f1fd-2fb0-449b-b905-eb904d88aab0,47
6407a946-0172-4290-873f-540f67dd6a5e,33
a171bf15-386d-4c83-bb63-be45b99b3f50,40
dbc3c294-d70d-4ebe-905f-aecb98ca0326,35
4f367afd-51c7-4963-9d48-a7407cb04aab,29
7626ea44-a384-4333-a1c2-5f7e1517fb8a,9
1b03e776-b8a9-4ed1-aeb1-7c1c5be93c57,56
078ef271-9063-4416-8e95-0703675c5ae5,51
51e9d381-4e0b-492e-ac16-f59f4fdcaf31,7
83fbec7d-aa9f-44a2-ab69-2aa9777587da,56
592ff567-493b-4a2a-8b5d-99ab86b4038c,25
8d92a223-4c4c-4436-a2dc-06cf97b6a2e3,22
e6e055de-2a79-44e0-b895-d9a67ebc6c66,21
75c3d44e-9bd4-4e56-989a-8f2adffad114,4
896acba6-9944-4b50-a1b7-cf1375d9e4be,50
706efc24-e0b6-4e81-a0a6-c170fe4fdb21,11
808b3b36-4930-4cd1-b7ed-d93e6d1ff9bb,4
3c895c3f-e6cb-43b3-9f19-bf0c6abd071e,3
dbc1ac03-12f4-4249-b0cb-3f0619561bae,17
08b1b2e6-5912-4330-bce4-d739d023ef7d,8
9a1f2611-53db-495d-93b0-5d77ea14e490,21
1d0860e5-c708-430c-ac39-f5a523415788,10
312bcffd-8537-4d2d-91f8-43a123423af9,54
4897861e-ba99-49bf-b5a3-5fed66111a35,5
694005ac-c02e-4a2f-86e3-fee40b38dc0d,40
0346bb65-1779-489f-b24d-f4ed4d219715,44
f39d2cb9-d55a-44d4-8c03-6c398188e956,15
4f796c33-8b44-4649-893b-d8df22c5aed1,40
f931dcb9-0439-4900-b184-31dd8439dd13,57
4c96c9de-2fff-431f-9057-e0999bb8d3bc,9
9393ac3a-0e6b-4f31-b527-7045491208f8,43
1f707a9c-c22b-43f2-b7a8-5edc731c69a6,47
80b73445-e61f-4433-81a2-02796b6ee071,29
145735a9-b309-4cfa-a55a-8f9ad1f4a6c1,47
6c88def4-2e3f-435b-9842-60c1d318110f,37
45a020dd-db26-43f0-87a7-6cb9424de5d0,6
8e94483f-4eea-4f3a-901f-e8a03aff2f96,14
eb0a9e25-e535-49f7-a3ae-131d403ee9ad,13
3096e059-3b33-447d-b5ac-ba319bc92673,40
c166eab1-f55c-4a1c-93ce-d3f3f3fead78,22
3a380384-4967-4c2b-898a-66d76cb95c01,12
85ad19c8-7940-4f2a-bb35-e066aaf9786c,21
5bcfa03e-b6e0-4c8e-ad7b-b2156690d62b,31
c631fdf9-4c53-4835-af22-5003a3c17130,56
53288d99-bb1c-4c6c-b39f-5b44cc6867b9,48
9af6338a-1f9c-4cd1-93ef-7eb69bd99689,17
c305a3a9-8d51-4965-a1b2-6ff656d19d62,44
5720e5bc-f7ef-4d8b-9077-a8ff103c0320,41
010523ce-fb5e-44c2-b1dc-9b5d062cd031,1
ba3cdde4-e72e-40d2-b066-8cd3cd594d01,7
9f81b64b-95d3-46ca-b992-d38cde895419,56
c98e185a-5971-47c7-abf0-eaff64dc0f43,54
86844778-6651-4bf0-9015-a12c7670164d,53
1306104d-10cd-415c-9ad4-e66bbc837ea2,9
0ecc45f5-7379-4cb4-8cab-8d41bdc3b7ef,19
53268612-8e6f-4ca6-b14d-5e2cdab84f33,25
3353fe4a-54e8-417a-9340-3bafd418e862,12
5785576b-36b1-49a2-8cb2-0333ca6b0861,24
5572b091-cb5e-447a-8356-84af557f3b24,36
acd2f418-51b0-49dc-81fe-d405b74c7ac1,34
912938ff-4588-47f8-a103-562d7f7d5912,23
805d1f7c-8ae2-4ecc-b2af-053310b7c3ea,17
46888652-33ed-44d0-b9e7-958f5e51657f,8
13a4f4cd-2e4b-44ba-88b6-09474bdfc360,9
bc373b2d-d1bd-4a41-9317-55da8bc1a943,36
a55716a8-bd2d-4148-9ac8-3fcc9ee9221b,43
2b4ee537-4155-4a90-a016-6eac7c3098fe,51
17192f79-e778-4774-a97f-ff693d738b42,14
fbf35715-6c59-44a0-85a9-2a350b32656b,44
7b226f77-62e6-4122-bcab-239283290431,12
c43dc8fa-683c-4c75-a14a-6947d00c7a3c,47
741709be-24b5-45c8-b185-94a3d6a94ed3,10
1ae9fa64-bd33-4931-85c4-6bc7c1fa2bd0,14
6fe9f4bf-6f4d-4baa-a79f-ec68696869d5,47
6135e752-3be9-4d45-a813-15c96e47c282,18
5da473a3-1bfb-4e2b-800e-866fbe584d87,33
23bdd949-d7cf-43b6-bef0-dd77cba747f6,28
18a859f0-38cd-4b7d-acaf-2f00435ced71,56
3094cf3d-d1d6-44b7-ad2e-dc6f10a10708,11
69a82982-20d0-4ca5-a7d7-5dd7edcf7714,40
8f7014c4-14d9-477b-8d77-4b2e5efb7181,2
ae80a962-bc6b-4472-85bd-468ef9ff1ba0,4
b09a3126-29da-4aba-9b86-d261b1d1924e,14
60f804ed-189b-4967-8e44-01de41ccc076,3
b548dd4e-a322-4f74-9ed0-9d08faeff8b4,12
6b85be7c-be12-4faf-ac81-0eac6fb8f47d,3
cdac41a1-5912-45fb-a545-4f6ad88fdd62,23
473bff83-28fb-4d6a-99da-9d428a6f99fd,42
12a47b0b-5d17-46e1-be36-689c9b17c90d,42
c833c5f0-5898-4380-be0e-937141561dfa,36
d70684a5-31bb-4de3-a5c2-e2cd5d318925,37
387fdb0f-1138-4e3b-81d3-c0b8da63d264,6
a4b26a15-f959-4fdd-b384-63c50a032df3,36
8a165efe-c588-4062-adee-866d568ebdaa,53
23377394-d59d-4f42-8ad9-940a66a4c306,36
f8be6c2f-a4cb-4f92-bb6b-7f2d69bb5cf9,34
704eb4df-012c-440e-9db4-0887835abc6b,53
15521470-f0ee-40e5-812a-f481765f64ab,31
1c7c3fea-f0e9-4e97-a9a7-0796d041f0d1,57
3cd7266e-60b9-4f3c-8699-d8d950022303,34
6f6284e2-576d-4921-baea-ca51c775f8a3,26
a0e298aa-bd10-4163-b236-7c04fd8153be,57
718e37ed-da3b-4318-af33-8f3c6e9573d6,37
af7dc06b-c359-4df8-a734-a176c032c6d7,50
4d0f0699-e0ac-4955-87cb-c08bbfbfaa96,19
bbc2c36e-25ce-4d8f-bd0f-acbb38d672c4,55
39f58977-c82a-43c3-8aac-4f1339b90fd1,10
265a2c28-01cd-4d3f-b1ea-71606aec3082,11
a56ab332-acd0-497a-87e5-308a1aa8aea6,11
e0b7c702-4fa5-42dd-a477-e4aa537dbab3,5
7bdf1844-cea8-4248-8e79-6166bfc5d648,16
3b9a90cb-609f-4d41-8dba-b91b62b3e0bd,14
57784e4a-3106-4915-93ff-03d32bd013e1,47
74d3ea08-cf7c-4e3f-ab8f-9d3684a6027c,24
42da4984-5985-45ba-8654-e47e50941a2e,8
3c4058ec-494f-40eb-83dd-0b368ea756fe,6
94365d0f-2fd5-42b7-832a-8a083d7f8af7,51
95907108-3041-4f64-83aa-e129142596d7,53
8b00b963-e0fc-42d4-aefd-4e0269c693f9,28
f96ca60e-6547-4fb6-8635-8bb188d56590,49
c46ee327-4449-4d7f-a4db-49559eb37d02,22
fd379b9d-f526-4ac0-8af6-4fd0f4ba0206,47
bda20679-8240-4975-8700-f627dec95c4c,18
5c327168-d645-43c0-badf-ed7a7d4e2efe,19
93879a1b-27ca-4bb0-b996-f9c197a7b600,4
993a4ce1-e61a-447b-a03e-69cab83345d4,44
14f0b3fd-b253-44e4-9e0b-9e0298ff4e0f,49
e5ac9230-fd99-4acf-9d80-36af0f01f76a,48
1a78cbc1-d074-4c72-b323-104a858a564b,36
7384a242-0b10-4882-ab47-6f874ffaadc9,43
049837f7-f048-441f-90c4-0f03b77f0937,6
de7a13b8-bc03-489e-90ba-25a892b2c07c,33
6358da23-03e9-4e03-90a9-8a45335c38c4,57
bb944817-85a0-44ba-8a87-01fd0ab9f23a,1
ef9707f4-0561-4959-b996-f224772cf70a,21
c2b893ab-3986-4049-906a-13efe65080a3,24
fe9b289b-9c26-4d76-a9fc-8af0b42dab22,52
1c562ca0-2825-4fed-903a-173aa0d9f1c4,32
85f6bb9c-3f73-4cdb-9e88-2d867ca8b121,51
860267ad-8240-443a-b871-82c71e7c442d,25
865aad30-c3d0-4f33-9094-2c0503c636e9,8
b238f2ca-9921-49f9-9de4-84e9754aea76,35
03cf88ef-a925-40c2-91de-45b6d8803fa9,38
d3b36354-96e4-49c6-9b08-78f0145a6040,35
b83ab376-c054-4c1e-bc3e-03b1103dd00a,41
2708a49b-4342-4efe-9ec5-375161a05738,19
6343bf6c-0583-4db6-9a1e-3a72f5ef6899,40
adf84cfe-c510-4beb-9706-8f9e3efb8942,11
8dead883-a58f-41d7-a960-0e4479396064,45
d5b00199-2d54-4b8e-b031-743711380ce8,53
477d7dd0-cec9-4183-8335-4d36e923ef0e,2
5fe7cd2c-9d4b-45cd-9bc6-721c4bfbc011,36
da6a1fbe-24b5-4542-8cf2-4f135cdb9931,49
970569d5-d63f-49b5-975b-f29882528e62,28
e68c8589-eac9-4724-adfa-4386098b9440,13
360bd9a2-eff3-4312-a2bc-3981dfc3d9a6,53
